,carat,cut,cut_ord,color,clarity,clarity_ord,price
2682,0.42,Very Good,3,D,SI2,2,-347.24
2683,0.62,Ideal,5,G,VVS2,6,3467.56
2684,0.9,Ideal,5,J,SI1,3,4461.2
2685,1.18,Very Good,3,I,SI2,2,6046.64
2686,0.41,Ideal,5,F,VS2,5,1246.83
2687,0.25,Very Good,3,D,VVS2,6,38.55
2688,0.36,Premium,4,D,SI2,2,-693.92
2689,0.51,Ideal,5,E,SI2,2,726.13
2690,1.19,Premium,4,G,VS2,5,7650.87
2691,0.5,Premium,4,F,SI1,3,937.9
2692,0.41,Very Good,3,E,SI2,2,-431.37
2693,1.5,Premium,4,F,VS2,5,10258.9
2694,0.51,Very Good,3,I,SI1,3,863.93
2695,0.7,Ideal,5,I,VVS1,7,4594.6
2696,0.36,Ideal,5,G,SI1,3,-81.82
2697,0.77,Premium,4,E,SI1,3,3209.41
2698,0.7,Good,2,F,SI2,2,1850.3
2699,0.46,Ideal,5,E,SI2,2,305.48
2700,0.95,Good,2,G,VVS2,6,5769.55
2701,0.83,Ideal,5,G,VS1,4,4326.29
2702,0.7,Very Good,3,G,VS1,4,2916.4
2703,1.14,Very Good,3,G,SI2,2,5710.12
2704,1.18,Good,2,D,SI2,2,5888.54
2705,0.33,Ideal,5,G,VVS1,7,1481.79
2706,0.23,Ideal,5,E,SI2,2,-1629.51
2707,0.92,Ideal,5,E,SI2,2,4175.46
2708,0.33,Ideal,5,E,SI1,3,-334.21
2709,1.05,Very Good,3,E,VVS1,7,7222.95
2710,0.52,Ideal,5,F,VS2,5,2172.26
2711,1.18,Premium,4,G,VS2,5,7566.74
2712,1.07,Premium,4,H,VS2,5,6641.31
2713,1.02,Very Good,3,G,VS2,5,6062.56
2714,1.52,Premium,4,G,VS1,4,9973.16
2715,0.31,Ideal,5,F,VS1,4,-48.47
2716,1.2,Premium,4,J,SI1,3,6827
2717,0.32,Premium,4,F,SI1,3,-576.44
2718,0.7,Premium,4,H,VS2,5,3528.5
2719,0.35,Ideal,5,E,VS2,5,742.05
2720,0.51,Ideal,5,G,VS1,4,1634.13
2721,1.05,Ideal,5,G,SI1,3,5723.15
2722,0.35,Ideal,5,E,SI1,3,-165.95
2723,0.31,Premium,4,J,VS2,5,247.43
2724,0.3,Ideal,5,J,IF,8,1683.4
2725,0.61,Ideal,5,D,VVS2,6,3383.43
2726,0.6,Premium,4,D,SI1,3,1779.2
2727,0.35,Very Good,3,G,VS2,5,425.85
2728,0.51,Ideal,5,G,VS1,4,1634.13
2729,0.71,Ideal,5,F,VS1,4,3316.73
2730,1.11,Premium,4,H,SI1,3,6069.83
2731,0.33,Ideal,5,D,VVS2,6,1027.79
2732,0.7,Ideal,5,E,VS2,5,3686.6
2733,1.2,Ideal,5,G,VVS2,6,8347.1
2734,0.31,Ideal,5,G,SI1,3,-502.47
2735,0.36,Ideal,5,G,SI1,3,-81.82
2736,0.91,Very Good,3,F,SI1,3,4229.13
2737,1,Very Good,3,E,VS2,5,5894.3
2738,0.9,Very Good,3,E,VS1,4,4599
2739,0.52,Premium,4,E,VVS1,7,2922.16
2740,1.06,Ideal,5,G,VVS2,6,7169.28
2741,0.31,Good,2,E,VS2,5,-68.77
2742,0.7,Ideal,5,H,SI1,3,2778.6
2743,1.23,Ideal,5,F,SI2,2,6783.49
2744,0.52,Ideal,5,H,VS2,5,2172.26
2745,0.31,Premium,4,F,VS2,5,247.43
2746,1,Very Good,3,F,IF,8,7256.3
2747,0.3,Very Good,3,I,VS1,4,-448.8
2748,1.27,Ideal,5,H,SI1,3,7574.01
2749,0.26,Ideal,5,H,VS1,4,-469.12
2750,0.71,Premium,4,F,SI1,3,2704.63
2751,0.5,Good,2,F,SI1,3,621.7
2752,0.34,Premium,4,H,VS1,4,45.82
2753,1.02,Premium,4,F,VS2,5,6220.66
2754,1.51,Very Good,3,G,VS1,4,9730.93
2755,1.08,Very Good,3,H,VVS1,7,7475.34
2756,1.16,Fair,1,H,SI2,2,5562.18
2757,0.91,Very Good,3,H,VS2,5,5137.13
2758,1.33,Premium,4,I,SI2,2,7466.69
2759,0.92,Very Good,3,D,SI1,3,4313.26
2760,0.46,Ideal,5,G,IF,8,3029.48
2761,0.33,Premium,4,G,VS1,4,-38.31
2762,1.01,Premium,4,E,SI2,2,4774.53
2763,1.04,Premium,4,D,SI2,2,5026.92
2764,0.73,Ideal,5,H,VVS2,6,4392.99
2765,0.42,Premium,4,G,VS2,5,1172.86
2766,0.46,Fair,1,I,VS1,4,581.08
2767,0.78,Fair,1,G,SI2,2,2365.24
2768,1,Premium,4,F,VS2,5,6052.4
2769,0.71,Ideal,5,G,IF,8,5132.73
2770,0.33,Premium,4,H,VS2,5,415.69
2771,0.71,Premium,4,F,SI1,3,2704.63
2772,0.91,Premium,4,F,SI2,2,3933.23
2773,2.23,Premium,4,J,VS2,5,16400.39
2774,0.7,Ideal,5,D,VS2,5,3686.6
2775,1.13,Premium,4,J,VS1,4,6692.09
2776,1.75,Ideal,5,J,VS2,5,12520.25
2777,1.21,Premium,4,H,SI1,3,6911.13
2778,0.7,Very Good,3,F,VS2,5,3370.4
2779,1.01,Good,2,F,SI1,3,4912.33
2780,0.36,Ideal,5,H,VS2,5,826.18
2781,0.72,Very Good,3,E,SI2,2,2176.66
2782,1.62,Very Good,3,I,VS2,5,11110.36
2783,1.19,Ideal,5,F,VVS2,6,8262.97
2784,1.01,Very Good,3,G,SI1,3,5070.43
2785,0.7,Premium,4,D,VS1,4,3074.5
2786,1.03,Ideal,5,F,VS2,5,6462.89
2787,0.54,Fair,1,F,SI1,3,800.12
2788,0.9,Very Good,3,F,SI2,2,3691
2789,0.4,Ideal,5,H,IF,8,2524.7
2790,0.51,Premium,4,G,VS2,5,1930.03
2791,0.53,Premium,4,E,VS2,5,2098.29
2792,0.5,Premium,4,E,VS2,5,1845.9
2793,0.36,Ideal,5,E,SI1,3,-81.82
2794,0.64,Good,2,D,SI1,3,1799.52
2795,0.9,Ideal,5,G,VVS1,7,6277.2
2796,0.35,Ideal,5,D,SI1,3,-165.95
2797,0.3,Good,2,G,VVS2,6,301.1
2798,1,Premium,4,D,SI1,3,5144.4
2799,0.59,Ideal,5,G,SI1,3,1853.17
2800,0.71,Good,2,E,SI2,2,1934.43
2801,0.7,Very Good,3,D,VS1,4,2916.4
2802,0.31,Premium,4,I,SI1,3,-660.57
2803,1.57,Ideal,5,F,SI1,3,10097.91
2804,0.9,Ideal,5,G,SI1,3,4461.2
2805,0.59,Ideal,5,D,SI1,3,1853.17
2806,0.26,Very Good,3,G,VS1,4,-785.32
2807,0.41,Ideal,5,E,VVS2,6,1700.83
2808,0.4,Very Good,3,G,VS1,4,392.5
2809,0.53,Very Good,3,E,VS2,5,1940.19
2810,0.7,Ideal,5,I,SI1,3,2778.6
2811,0.32,Premium,4,D,SI1,3,-576.44
2812,0.7,Good,2,F,VS1,4,2758.3
2813,0.7,Very Good,3,E,VS2,5,3370.4
2814,0.9,Good,2,G,SI1,3,3986.9
2815,0.33,Premium,4,G,VS2,5,415.69
2816,1.15,Good,2,J,SI2,2,5636.15
2817,1.01,Very Good,3,E,VS2,5,5978.43
2818,0.32,Ideal,5,I,IF,8,1851.66
2819,2.33,Very Good,3,H,SI2,2,15721.59
2820,0.79,Very Good,3,I,SI1,3,3219.57
2821,1.21,Ideal,5,H,SI1,3,7069.23
2822,0.75,Very Good,3,G,SI1,3,2883.05
2823,0.4,Ideal,5,I,SI1,3,254.7
2824,1.23,Good,2,I,VS1,4,7217.19
2825,1.08,Premium,4,G,SI1,3,5817.44
2826,0.28,Very Good,3,E,VS1,4,-617.06
2827,0.54,Very Good,3,F,VS2,5,2024.32
2828,1.09,Premium,4,G,VS2,5,6809.57
2829,0.28,Very Good,3,E,VVS2,6,290.94
2830,1.2,Premium,4,F,SI2,2,6373
2831,1,Ideal,5,E,SI1,3,5302.5
2832,0.36,Ideal,5,G,SI1,3,-81.82
2833,0.6,Very Good,3,F,SI1,3,1621.1
2834,1.71,Premium,4,H,SI1,3,11117.63
2835,0.33,Ideal,5,E,VS2,5,573.79
2836,0.3,Ideal,5,E,VVS1,7,1229.4
2837,0.71,Ideal,5,D,SI2,2,2408.73
2838,0.31,Ideal,5,G,IF,8,1767.53
2839,0.32,Ideal,5,E,VVS2,6,943.66
2840,0.66,Ideal,5,H,SI1,3,2442.08
2841,1.5,Good,2,D,SI2,2,8580.7
2842,0.38,Premium,4,H,VS2,5,836.34
2843,1.22,Premium,4,F,VS2,5,7903.26
2844,1.53,Very Good,3,H,VS1,4,9899.19
2845,0.3,Ideal,5,H,SI1,3,-586.6
2846,1.79,Premium,4,G,VS2,5,12698.67
2847,1.02,Ideal,5,I,I1,1,4562.76
2848,0.3,Ideal,5,F,VVS2,6,775.4
2849,0.75,Ideal,5,G,SI1,3,3199.25
2850,0.54,Ideal,5,G,SI1,3,1432.52
2851,0.7,Fair,1,F,SI2,2,1692.2
2852,1.25,Ideal,5,H,SI1,3,7405.75
2853,0.82,Ideal,5,I,SI1,3,3788.16
2854,1.01,Very Good,3,F,VS2,5,5978.43
2855,1.15,Very Good,3,H,SI2,2,5794.25
2856,1.67,Ideal,5,F,VS2,5,11847.21
2857,1.01,Very Good,3,E,VS2,5,5978.43
2858,0.39,Very Good,3,E,VS2,5,762.37
2859,1.22,Ideal,5,I,VS1,4,7607.36
2860,1.01,Good,2,E,SI1,3,4912.33
2861,2,Very Good,3,I,VS2,5,14307.3
2862,0.54,Ideal,5,D,VS2,5,2340.52
2863,0.9,Premium,4,J,SI1,3,4303.1
2864,0.32,Very Good,3,E,SI1,3,-734.54
2865,0.54,Very Good,3,F,SI1,3,1116.32
2866,0.5,Premium,4,D,SI1,3,937.9
2867,1.51,Premium,4,J,VVS2,6,10797.03
2868,1.01,Very Good,3,H,VS2,5,5978.43
2869,0.77,Good,2,D,SI2,2,2439.21
2870,0.7,Fair,1,E,SI2,2,1692.2
2871,0.31,Ideal,5,E,VS2,5,405.53
2872,2.18,Premium,4,J,SI2,2,14617.74
2873,0.3,Very Good,3,J,VS1,4,-448.8
2874,0.53,Ideal,5,D,SI1,3,1348.39
2875,0.9,Very Good,3,F,SI1,3,4145
2876,1.13,Ideal,5,H,SI1,3,6396.19
2877,0.4,Premium,4,D,SI2,2,-357.4
2878,0.5,Very Good,3,D,VS2,5,1687.8
2879,0.37,Ideal,5,F,VVS1,7,1818.31
2880,1.12,Very Good,3,I,VS2,5,6903.86
2881,1.28,Ideal,5,G,SI1,3,7658.14
2882,0.66,Very Good,3,E,VVS1,7,3941.88
2883,0.71,Good,2,H,SI1,3,2388.43
2884,0.4,Premium,4,H,VS1,4,550.6
2885,1.28,Ideal,5,H,SI1,3,7658.14
2886,0.42,Premium,4,E,SI2,2,-189.14
2887,1,Very Good,3,H,SI2,2,4532.3
2888,0.41,Premium,4,G,VS1,4,634.73
2889,0.52,Very Good,3,I,VS1,4,1402.06
2890,0.46,Ideal,5,G,VVS1,7,2575.48
2891,1.5,Very Good,3,J,VS2,5,10100.8
2892,1.13,Very Good,3,I,VS2,5,6987.99
2893,0.3,Very Good,3,I,SI1,3,-902.8
2894,2,Very Good,3,E,SI2,2,12945.3
2895,1.68,Ideal,5,I,VS2,5,11931.34
2896,0.3,Ideal,5,D,SI1,3,-586.6
2897,0.81,Premium,4,G,VS1,4,3999.93
2898,0.35,Very Good,3,E,SI1,3,-482.15
2899,1.54,Ideal,5,D,SI2,2,9391.52
2900,0.32,Ideal,5,H,VVS1,7,1397.66
2901,0.9,Ideal,5,E,SI1,3,4461.2
2902,0.79,Ideal,5,I,VS1,4,3989.77
2903,0.5,Ideal,5,D,SI2,2,642
2904,1.09,Ideal,5,E,SI1,3,6059.67
2905,0.33,Very Good,3,E,VS2,5,257.59
2906,0.38,Good,2,F,VS2,5,520.14
2907,0.31,Ideal,5,E,VS2,5,405.53
2908,1.21,Very Good,3,G,SI2,2,6299.03
2909,1.19,Ideal,5,E,SI2,2,6446.97
2910,0.55,Ideal,5,G,VVS2,6,2878.65
2911,0.7,Ideal,5,F,SI1,3,2778.6
2912,0.39,Very Good,3,G,VVS1,7,1670.37
2913,1.66,Ideal,5,J,SI2,2,10401.08
2914,1.1,Ideal,5,I,SI1,3,6143.8
2915,1.21,Very Good,3,G,SI2,2,6299.03
2916,0.3,Very Good,3,E,VS1,4,-448.8
2917,0.86,Good,2,G,SI2,2,3196.38
2918,0.3,Ideal,5,G,VS1,4,-132.6
2919,1.22,Ideal,5,G,VS1,4,7607.36
2920,0.3,Premium,4,E,SI1,3,-744.7
2921,1.2,Ideal,5,G,VS1,4,7439.1
2922,0.31,Ideal,5,H,VVS1,7,1313.53
2923,2.01,Very Good,3,I,VS2,5,14391.43
2924,0.37,Ideal,5,J,SI1,3,2.31
2925,0.31,Premium,4,E,VS1,4,-206.57
2926,0.3,Ideal,5,F,SI1,3,-586.6
2927,0.31,Ideal,5,F,VVS2,6,859.53
2928,0.27,Very Good,3,F,VVS1,7,660.81
2929,0.32,Ideal,5,D,VVS2,6,943.66
2930,0.33,Ideal,5,H,IF,8,1935.79
2931,1.86,Very Good,3,H,SI2,2,11767.48
2932,0.72,Ideal,5,H,VS1,4,3400.86
2933,1.05,Ideal,5,H,SI1,3,5723.15
2934,1.02,Premium,4,G,VS2,5,6220.66
2935,1.04,Very Good,3,E,SI1,3,5322.82
2936,0.95,Very Good,3,J,VVS2,6,5927.65
2937,0.3,Ideal,5,H,VVS2,6,775.4
2938,0.27,Very Good,3,G,VS1,4,-701.19
2939,0.32,Premium,4,F,VS2,5,331.56
2940,1.28,Ideal,5,G,SI1,3,7658.14
2941,1.31,Premium,4,F,SI1,3,7752.43
2942,0.3,Premium,4,E,SI1,3,-744.7
2943,1.51,Ideal,5,I,VS1,4,10047.13
2944,0.36,Ideal,5,E,VS2,5,826.18
2945,0.73,Premium,4,F,SI1,3,2872.89
2946,0.33,Ideal,5,G,IF,8,1935.79
2947,1,Premium,4,G,SI2,2,4690.4
2948,0.31,Ideal,5,G,IF,8,1767.53
2949,0.56,Ideal,5,E,VS2,5,2508.78
2950,0.32,Premium,4,G,VVS2,6,785.56
2951,1.53,Premium,4,G,VVS1,7,11419.29
2952,0.52,Very Good,3,H,SI1,3,948.06
2953,0.42,Ideal,5,G,VVS1,7,2238.96
2954,0.3,Ideal,5,D,VS2,5,321.4
2955,1,Very Good,3,G,VS2,5,5894.3
2956,0.44,Good,2,E,VS2,5,1024.92
2957,1.01,Good,2,E,VS2,5,5820.33
2958,0.31,Ideal,5,J,VS1,4,-48.47
2959,2.28,Premium,4,H,SI2,2,15459.04
2960,0.5,Premium,4,D,VS2,5,1845.9
2961,0.5,Ideal,5,E,VVS2,6,2458
2962,0.36,Very Good,3,E,SI1,3,-398.02
2963,0.7,Ideal,5,I,SI1,3,2778.6
2964,0.4,Premium,4,D,SI2,2,-357.4
2965,0.52,Good,2,G,VS2,5,1697.96
2966,1.02,Ideal,5,G,SI2,2,5016.76
2967,0.76,Very Good,3,G,VVS2,6,4329.18
2968,2.03,Ideal,5,I,SI2,2,13513.89
2969,1.51,Premium,4,F,VS2,5,10343.03
2970,0.61,Very Good,3,E,SI1,3,1705.23
2971,1,Premium,4,F,VS2,5,6052.4
2972,1.07,Premium,4,E,SI2,2,5279.31
2973,1.21,Very Good,3,F,VS1,4,7207.03
2974,0.46,Fair,1,G,VS1,4,581.08
2975,0.79,Good,2,I,VS2,5,3969.47
2976,0.32,Ideal,5,F,VVS2,6,943.66
2977,0.4,Ideal,5,F,VS2,5,1162.7
2978,0.51,Fair,1,E,VS2,5,1455.73
2979,1.05,Premium,4,J,VS1,4,6019.05
2980,0.43,Very Good,3,H,SI1,3,190.89
2981,0.3,Ideal,5,G,VVS2,6,775.4
2982,1.51,Premium,4,E,SI1,3,9435.03
2983,1.54,Ideal,5,J,VS2,5,10753.52
2984,1.16,Ideal,5,I,VS2,5,7556.58
2985,1.01,Premium,4,D,SI1,3,5228.53
2986,1.01,Very Good,3,I,VS2,5,5978.43
2987,0.83,Premium,4,H,SI1,3,3714.19
2988,0.93,Very Good,3,F,VS2,5,5305.39
2989,1.2,Very Good,3,G,SI2,2,6214.9
2990,0.8,Ideal,5,E,VVS2,6,4981.9
2991,1.11,Ideal,5,D,VVS2,6,7589.93
2992,1.31,Premium,4,H,SI2,2,7298.43
2993,1.11,Good,2,F,SI1,3,5753.63
2994,1.1,Good,2,D,SI2,2,5215.5
2995,1.22,Premium,4,I,SI2,2,6541.26
2996,0.72,Ideal,5,F,SI2,2,2492.86
2997,1.09,Premium,4,I,VS2,5,6809.57
2998,1.05,Very Good,3,G,SI1,3,5406.95
2999,0.7,Fair,1,G,SI1,3,2146.2
3000,1.01,Very Good,3,F,SI1,3,5070.43
